"commentId","prId","commentText","author","commentClassification"
"155807511","868","Please rename it `globalOutletId` 

We always deal with `globalOutletId` ","Himadri Ghosh","SPELLING_SUGGESTION"
"155819058","868","Not using, need to remove it.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"155819521","868","`warehouseIds` is mandatory! So it should be

`warehouseIds: Array<ID>,`","Himadri Ghosh","SPELLING_SUGGESTION"
"155820022","868","can we make the query name as `warehouseBankDetails` please.","Himadri Ghosh","SPELLING_SUGGESTION"
"155826760","868","It should be, `orderIds: Array<ID>`","Himadri Ghosh","SPELLING_SUGGESTION"
"155826953","868","It should be `orderIds` from backend side","Himadri Ghosh","SPELLING_SUGGESTION"
"155990823","868","I have following views,

* This call is optional for showing payment details 
* This call is mandatory for doing online payment

So this call should be part of PAY NOW button itself, it should decided it show or not to show the button.

‌","Himadri Ghosh","LOGICAL_SUGGESTION"
"155991393","868","No props types has been defined here.

Even through out this implementation we have not mentioned any types of responses and inputs.

Please flow **types/'*** files","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"155991643","868","We need not merge this data if we move back details can inside PAY NOW button it will be independent.","Himadri Ghosh","LOGISTICS_SUGGESTION"
"159116141","868","Remove `<Divider />` from here.","Himadri Ghosh","CODE_SUGGESTION"
"159118368","868","AllInvoices/**index.jsx** & PendingInvoices/**index.jsx** have similar code.

Please merge these two files into one component and reuse it.

‌","Himadri Ghosh","REFACTORING_SUGGESTION"
"159575898","868","We don’t need this button here, it’s of no use.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"159577084","868","remove this logs","Himadri Ghosh","REFACTORING_SUGGESTION"
"159577123","868","remove this logs","Himadri Ghosh","REFACTORING_SUGGESTION"
"159577586","868","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Please clean up few things here, '(1') unnecessary console.log '(2') commented codes

Then, rebase and merge to master.","Himadri Ghosh","REFACTORING_SUGGESTION"
"156735008","883","We don’t need this hard coded values

`<Card variant=""outlined"">`","Himadri Ghosh","CODE_SUGGESTION"
"156736811","883","I think `typographyProps` is handling read and unread condition. Let it be.

Whatever `variant` we want to `Typography` pass it directly.","Himadri Ghosh","CODE_SUGGESTION"
"156737719","883","We are loosing read-unread behaviour for the body.

`<Typography component=""p"" variant=""caption"" {...typographyProps}>`

Also, caption is too small to read out this much long text. Better to keep `variant=""body1""`","Himadri Ghosh","CODE_SUGGESTION"
"156759320","883","it can be done easily with `spacing(2)` 

Same for all below lines  :point_down: ","Himadri Ghosh","CODE_SUGGESTION"
"156828368","883","We have to understand the purpose of the theme, I think many places we are misusing it. Few points are as follows,

1. spacing / spacing steps should used in padding and margin
2. sizing should be used in height, width, minWidth, etc..
3. spacing and sizing should be used in proper steps. 

    1. For example, `[0, 4, 8, 16, 32, 64]`
    

There are made maintain a scaling factor through out the app. If you want understand layout read this, [https://material.io/design/layout/understanding-layout.html](https://material.io/design/layout/understanding-layout.html)

‌","Himadri Ghosh","LOGICAL_SUGGESTION"
"156829585","883","We are using paper and we are trying to remove every property of a paper by overriding styles. Why we need it?","Himadri Ghosh","QUESTIONING"
"156831208","883","Can’t we move this **What's New Button** with **NotificationCountContainer** in _Home.jsx_ component.

On click of the button we can open/render the NotificationDrawer.","Himadri Ghosh","LOGICAL_SUGGESTION"
"156832616","883","Let’s make this folder in screens called Home, like other screens

App > screens > Home > index.jsx

‌","Himadri Ghosh","CODE_SUGGESTION"
"156833236","883","Can’t we use color from theme?","Himadri Ghosh","QUESTIONING"
"156836795","883","Can’t we use divider props in `ListItem` to get the divider effect?

‌","Himadri Ghosh","CODE_SUGGESTION"
"156836932","883","`{' '}` what we are getting with this?","Himadri Ghosh","QUESTIONING"
"156837301","883","1. the **key** prop is missing! 
2. Do we really need this empty tag?

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"156840596","883","@{5a4c7bb014c00229ee9ca4f8} I have a overall view in this component,

To match the styles and design we have implemented every component of DataTable '(i.e. searching, row per page, etc..') by our own. So far it looks good as per the requirement right now.

In future can we maintain / develop any other table related support in this component? My recommendation would be can we achieve the same ui using data table itself?","Himadri Ghosh","LOGICAL_SUGGESTION"
"158495958","883","@{5a4c7bb014c00229ee9ca4f8} We are not going to use this button anywhere it’s very specific to dashboard. Up to you","Himadri Ghosh","REFACTORING_SUGGESTION"
"156697638","886","Ticket for this?","Himadri Ghosh","LOGISTICS_SUGGESTION"
"157531007","887","Check the filter order numbers.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"157531872","887","@{5a4c7bb014c00229ee9ca4f8} Better to correct it for the future.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"157532430","887","Is it not `DEFAULT_RANGE` instead of 30 hardcode here?

I mean everywhere it’s imported from `utils/range.js` ","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"157538721","887","remove logs","Himadri Ghosh","REFACTORING_SUGGESTION"
"159041992","900","Classnames don’t apply here?","Rahul Ghosh","QUESTIONING"
"159042438","900","We can use a const value here","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"159655557","903","Should be a full stop at the end. Also is the text present somewhere like a sheet or something?

‌","Rahul Ghosh","QUESTIONING"
"160264365","905","If we follow this color in alternate rows then we are going to have problem while doing select row color '(user we have a confusion').  
  
Please follow something like: [https://material-ui.com/components/tables/#customized-tables](https://material-ui.com/components/tables/#customized-tables)","Himadri Ghosh","CODE_SUGGESTION"
"160264441","905","Same as above comment '(i.e. Table/**Table.jsx**')","Himadri Ghosh","CODE_SUGGESTION"
"160266229","905","we are already doing override in bizom-mui > **Theme > createTheme.js** file.

Did you test there are no issues ? Can’t we keep the same place ?

In future developer will have a confusion and unexpected override of overrides!!!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"160266922","905","@{5a4c7bb014c00229ee9ca4f8} There are concerns I have raised, Please have look on those.","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"160316759","907","Can there be extra field for info? Something like the warehouse Id, would help","Rahul Ghosh","LOGICAL_SUGGESTION"
"160931354","915","Remove this field `amountToShow`, we are not going to use this

It will create confusion later.","Himadri Ghosh","CODE_SUGGESTION"
"160932551","915","@{557058:93f213d9-02d4-4f58-8523-b44cf2fd232c}  We need to change the in `OrderDetails.jsx` file.

‌","Himadri Ghosh","CODE_SUGGESTION"
"162584963","921","What was the issue with this?","Rahul Ghosh","QUESTIONING"
"164864009","923","We need not to query `__typename`, it’s fetched by default","Himadri Ghosh","CODE_SUGGESTION"
"164864294","923","check if any usage other place, if not remove.","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"163346745","924","Did you try the default marker, i think it used the same image that you are adding in custom marker. Is there some reason for using custom marker other than the image?","Shubham Sharma","QUESTIONING"
"164169138","930","@{5a4c7bb014c00229ee9ca4f8} I hope you checked the impact areas and tested.","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"165766422","937","we must avoid this hardcoding!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"165766925","937","do we need to query this?

‌","Himadri Ghosh","QUESTIONING"
"165768786","937","If there is no action on a widget, then also checkbox will be visible?","Himadri Ghosh","QUESTIONING"
"165769001","937","removed the logs","Himadri Ghosh","REFACTORING_SUGGESTION"
"165769569","937","can we pick it from theme?","Himadri Ghosh","QUESTIONING"
"165769586","937","can we pick it from theme?","Himadri Ghosh","QUESTIONING"
"165769632","937","can we pick it from theme?","Himadri Ghosh","QUESTIONING"
"165770176","937","can we create a constant for week & month, then iterate it?","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"165771008","937",":no_entry_sign:  Build is failing on this PR, please look into it.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"165822400","937","So we have to add `// $FlowFixMe` for every style rule!!! Is that any other way to solve it??","Himadri Ghosh","CODE_SUGGESTION"
"165822836","937","@{5a4c7bb014c00229ee9ca4f8} did you checked this?","Himadri Ghosh","QUESTIONING"
"165877375","937","`widgetDrawer` should not be part of Table. It should be part of [Widget.jsx](https://bitbucket.org/bizom/bizom-next/src/master/packages/bizom-mui/src/Widget/Widget.jsx)

That way it’s a property if widget irrespective of any data view.","Himadri Ghosh","CODE_SUGGESTION"
"165877506","937","@{5a4c7bb014c00229ee9ca4f8} This needs to be looked at","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"165878184","937","@{5a4c7bb014c00229ee9ca4f8} As we discussed, we can directly open the widget drawer if any action is available, instead of clicking another button","Himadri Ghosh","CODE_SUGGESTION"
"165879231","937","@{5a4c7bb014c00229ee9ca4f8} 

1. Make a proper id,
2. Dialog title should include the action name and widget name '(it’s hardcoded now')

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"165879745","937","@{5a4c7bb014c00229ee9ca4f8} There are few incomplete comment, proceed with dev merge,

Please look into those and do it before release merge.","Himadri Ghosh","COMPLETENESS_SUGGESTION"
"165879857","937","This should an ENUM from backend.","Himadri Ghosh","CODE_SUGGESTION"
"167133796","944","you can keep this, and in the dialog add below ids,

CANCEL button - `id=""gtm-button-cancel-order-dismiss""`

CONFIRM button - `id=""gtm-button-cancel-order-confirm""`

‌","Himadri Ghosh","CODE_SUGGESTION"
"167215757","946","There won’t be any case where `p.unitsPerCase` = 0?, If so, we need to handle this.","Rahul Ghosh","BUGGYCODE_SUGGESTION"
"167218182","947","First letter in caps?","Rahul Ghosh","SPELLING_SUGGESTION"
"167228306","947","Why we referring “Placed from salesman“ Orders can also be placed by Distributor'(DMD backend') 

‌","Arvind Suryakant","QUESTIONING"
"169311896","950","If we keep this modal here every card will contain it’s own modal !!!

@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} please follow how offer modal has been developed.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"169373207","950","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Please check the delete button is this the correct behavior?

![](https://bitbucket.org/repo/R9RbkLL/images/959758727-Screenshot%202020-08-06%20at%209.33.46%20PM.png)
‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"170045616","953","Are we using the index?","Rahul Ghosh","QUESTIONING"
"169815304","955","Why is this required?","Rahul Ghosh","QUESTIONING"
"169821508","955","@{5a4c7bb014c00229ee9ca4f8} So, your url already has the dashboard id in it. Why are you saving redundant data?","Rahul Ghosh","QUESTIONING"
"169851848","955","As discussed with @{5a4c7bb014c00229ee9ca4f8} , this is for now storing the url as well as the dashboard id. Further contextual changes can be expected. This is alright for the first cut.","Rahul Ghosh","COMPLETENESS_SUGGESTION"
"170335465","958","Please don’t keep code commented, If you need keep all the valid cases please keep it, else keep the valid one.","Himadri Ghosh","REFACTORING_SUGGESTION"
"170345204","958","Please check below points,

1. Pull the function out of this component '(ref. same as `isNested` function')
2. Didn’t we need else condition here?

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"170345723","958","Please define the constant '(i.e. enums') here and use it '(instead of hardcoded strings') so that we know what are the possible values from backend.

```
const NOT_DEFINED = 'NOT_DEFINED';
const ALIGNMENTS = {
  RIGHT: 'right',
  LEFT: 'left',
  NOT_DEFINED: NOT_DEFINED
};

const DATA_TYPE = {
  STRING: 'string',
  NUMBER: 'number',
  NOT_DEFINED: NOT_DEFINED
};
```

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"170346391","958","Create helper function `getAlignment` with `switch` condition keep a you case clean & use `getAlignment` here instead of nested complex if-else condition.","Himadri Ghosh","CODE_SUGGESTION"
"170348990","958","Please check the following points,

1. condition for returning `#fff` not correct. it’s breaking the existing table with alternate color '(in case `bgColor === 'NOT_DEFINED`'). 

    ![](https://bitbucket.org/repo/R9RbkLL/images/3485080345-Screenshot%202020-08-12%20at%204.14.59%20PM.png)

**Note**: I think we shouldn’t anything in the case of  `NOT_DEFINED` and invalid hash color. @{5a4c7bb014c00229ee9ca4f8} please check on this :point_up: ","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"170349726","958","Create helper function `getFontFamily` with `switch` condition keep a you case clean & use `getFontFamily` here instead of nested complex if-else condition.

Also, check this in below screenshot **Ramdev** & **Vedam** shouldn’t be in `monospace`

![](https://bitbucket.org/repo/R9RbkLL/images/4231382698-Screenshot%202020-08-12%20at%204.23.42%20PM.png)
‌","Himadri Ghosh","CODE_SUGGESTION"
"170531049","958","@{5f1ea4d770fb250022a6f5c1} Please look at this code,

```
const getAlignment = (header, value) => {
    if (!!header.alignment && (header.alignment === ALIGNMENTS.RIGHT ||
      header.alignment === ALIGNMENTS.LEFT)) {
        return header.alignment;
    }

    if (!!header.dataType && (header.dataType === DATA_TYPE.NUMBER || typeof value === DATA_TYPE.NUMBER)) {
      return ALIGNMENTS.RIGHT;
    }

    return ALIGNMENTS.LEFT;
  };
```

How do we use `getAlignment` in `EnhancedTableHead` component?

**Ans:** Keep this function outside of `Table` component, As I said in earlier component","Himadri Ghosh","CODE_SUGGESTION"
"170531456","958","@{5f1ea4d770fb250022a6f5c1} Please check out this,

```
const getFontFamily = header => {
    if (header.dataType === DATA_TYPE.NUMBER) {
      return FONT_FAMILY.MONOSPACE;
    }

    return FONT_FAMILY.SANS_SERIF;
  };
```

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"171619868","960","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}   

* Please check the reorder functionality
* Now, we are disabling case, when unitPerCase is 1 - **We need to remove this logic from product page**.

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"170372999","961","At product cart summary page. We filter out the products bases on active status. We need to add this check there also","Rahul Ghosh","CODE_SUGGESTION"
"171395418","977","@{557058:93f213d9-02d4-4f58-8523-b44cf2fd232c}  Please specify the tickets?","Himadri Ghosh","LOGISTICS_SUGGESTION"
"171394900","978","@{5a4c7bb014c00229ee9ca4f8} Please specify the tickets?","Himadri Ghosh","LOGISTICS_SUGGESTION"
"171665472","981","what are the action types? can’t we keep it constants/enums?","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"172422318","983","We will put this out in the release note, right?","Rahul Ghosh","QUESTIONING"
"172883888","985","why can’t we name it just **Population**","Himadri Ghosh","QUESTIONING"
"172905939","985","@{5a4c7bb014c00229ee9ca4f8} What is exactly?  
  
By looking at POP i don’t understand what it is!","Himadri Ghosh","QUESTIONING"
"188418478","986","@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} there are conflicts, please resolve","Mathan Chanemougamourty","LOGISTICS_SUGGESTION"
"176947231","1004","remove this","Shubham Sharma","REFACTORING_SUGGESTION"
"176947360","1004","remove line","Shubham Sharma","REFACTORING_SUGGESTION"
"180206830","1023","Never do this","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"180207023","1023","Can’t we use `ANY_OTHER_COMMENTS` , which is already there","Himadri Ghosh","CODE_SUGGESTION"
"180207102","1023","There is one `UPLOAD_IMAGES` and `UPLOAD_IMAGE` , which one we need? Please use one.","Himadri Ghosh","CODE_SUGGESTION"
"180209488","1023","@{5f1ea4d770fb250022a6f5c1} If there is any similar strings present, please try to use if possible.

It will reduce translations in different locale","Himadri Ghosh","REUSE_SUGGESTION"
"180209764","1023","Why hardcoded string is in `<img>` src ?","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"180210098","1023","Can’t we solve like this,  
  
`padding: spacing(1, 2),`","Himadri Ghosh","CODE_SUGGESTION"
"180210141","1023","`marginBottom: spacing(1)`","Himadri Ghosh","CODE_SUGGESTION"
"180210205","1023","`marginTop: spacing(2)`","Himadri Ghosh","CODE_SUGGESTION"
"180215101","1023","`fetchPolicy: 'cache-and-network',`","Himadri Ghosh","CODE_SUGGESTION"
"180447874","1023","`__typename` - Do we need it ?","Himadri Ghosh","CODE_SUGGESTION"
"180449892","1023","We are using this function only once. So why can’t we keep it in 

```
saveReturnRequest({
  variables: {
    ...
  },
});
```

‌","Himadri Ghosh","QUESTIONING"
"180450152","1023","It’s not a correct way of naming component!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"180450697","1023","Please name this component & File as `SearchProducts.jsx`","Himadri Ghosh","SPELLING_SUGGESTION"
"180610846","1023",":no_entry_sign: :no_entry_sign: :no_entry_sign: :no_entry_sign: :no_entry_sign: :no_entry_sign: 

@{5f1ea4d770fb250022a6f5c1} As I explained you, you need to follow the way we are handling `loyaltyEnabled` settings in `Loyalty` feature. Please consider following scenario,

* `saleReturnEnabled` is a company wise settings. That means, in case of multi-brand '(i.e. multi company') context each brand will have it’s own settings. Now for _Brand#1_ `saleReturnEnabled` is disabled but for _Brand#2_ `saleReturnEnabled` is enabled.

As per your implementation, if we block at drawer menu then how user will access product return in _Brand#2._

So, please follow how we are handling `Loyalty` with company settings.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"180612424","1023","`export const RETURNS = <Trans>Returns</Trans>;`

:red_circle: **Note:** _Without any major reason text and variable should not be different, it will create confusion by looking at component and actual text on the page_","Himadri Ghosh","CODE_SUGGESTION"
"180613475","1023","`export const UPLOAD_IMAGES = <Trans>Upload images</Trans>;`

:red_circle: **Note:** _Please follow below sentence conventions,_

* `Upload images`
* `Return successful`
* `Place product return request`
* `Product return successful`

‌","Himadri Ghosh","CODE_SUGGESTION"
"180613953","1023","`export const SHOPPING_CART = <Trans>Shopping cart</Trans>;`

:red_circle: **Note:** _Mostly similar comments in bellow lines as well, please review below lines_","Himadri Ghosh","CODE_SUGGESTION"
"180614324","1023","Please remove exclamation mark here, it’s unnecessary!","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"180615080","1023","Why we need put `<br />` in between screen ?!?!

:red_circle: **Note:** _First of all, There should not be html tag in between string translation. Also, why we need to forcefully break the sentence into second line, let it adjust based on screen size '(i.e. width')_","Himadri Ghosh","CODE_SUGGESTION"
"180615241","1023","Remove extra lines!","Himadri Ghosh","REFACTORING_SUGGESTION"
"180620103","1023","@{5f1ea4d770fb250022a6f5c1} Follow below routes for returns,

Create Flow, `/returns/new`

* Default landing `/returns/new`
* Search & Add Skus `/returns/new/add`
* View added Sku `/returns/new/confirm`
* Success `/returns/new/success`

Previous Returns / Return history, `/returns`

Return Details, `/returns/details/:returnId`","Himadri Ghosh","CODE_SUGGESTION"
"180621946","1023","When we have these many imports in a file, it’s very difficult to read and find import / imports, Please check below pattern of importing,

```
import React, { useState, useContext } from 'react';
import { makeStyles } from '@material-ui/core/styles';

import Box from '@material-ui/core/Box';
import Grid from '@material-ui/core/Grid';
import Paper from '@material-ui/core/Paper';
import Typography from '@material-ui/core/Typography';
import CircularProgress from '@material-ui/core/CircularProgress';

import AddCircleIcon from '@material-ui/icons/AddCircle';
import ArrowBackIosIcon from '@material-ui/icons/ArrowBackIos';

import SearchProducts from './components/SearchProducts';
import ProductsToReturnList from './components/ProductsToReturnList';
import ProductsToReturnEdit from './components/ProductsToReturnEdit';
import ProductReturnFooterButton from './components/ProductReturnFooterButton';
import ProductsCartAndSuccessPage from './components/ProductsCartAndSuccessPage';
import { useQuerySaleReturnReasons } from './containers/useQuerySaleReturnReasons';
import { useMutationRequestSaleReturn } from './containers/useMutationRequestSaleReturn';

import { postWithFile } from 'network';
import { UPLOAD_SKU_PICTURE } from 'constants/api';
import { SOMETHING_WENT_WRONG } from 'constants/errors';
import { SnackbarContext } from 'contexts/SnackbarContext';
import { RetailerContext } from 'contexts/RetailerContext';
import { PRODUCTS_TO_RETURN, PLEASE_FILL_QUANTITY_REASON } from 'constants/strings';
```

:red_circle:  **Note:** _Keep absolute import on the top '(i.e. react, material-ui'), then your relative imports. Also group similar imports for better readability._","Himadri Ghosh","CODE_SUGGESTION"
"180657865","1023","Keep one key for images, instead of `imageUrls` and `returnProductImageUrl`

```
{
  ...
  images: [
    {
      url: """",
      filename: """",
    }
  ]
}
```

:red_circle: **Note:** _This way it will be easy lookup at one key, Also at time of_ `requestSaleReturn` _format the request payload as required._","Himadri Ghosh","CODE_SUGGESTION"
"180659806","1023","We are using this function only once. So why can’t we keep it in `onSubmitReturnRequest` function.","Himadri Ghosh","CODE_SUGGESTION"
"180661074","1023",":red_circle: Please don’t do this, no hardcoded strings in the component. Every strings must import from Trans.","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"180667538","1023","Can’t we use `check_circle` icon from material icon with primary color?

:red_circle: **Note:** _Every file we include build will be downloaded in client device, So, first preference if you find some icon in material icons, please use it instead of adding an image file._","Himadri Ghosh","CODE_SUGGESTION"
"180668187","1023","We are adding while png '(2000 x 2000') image for no image case!! It’s not valuable.

We can easily solve this having a wrapper with **fixed height & width** with **background color grey**","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"181228114","1023","@{5f1ea4d770fb250022a6f5c1} 

`export const ITEM = <Trans>ITEM</Trans>;`

1. Why we are writing in capital case again ?
2. Not handled plurals '(e.g. 1 item & 2 items')

‌","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"181230824","1023","@{5f1ea4d770fb250022a6f5c1} Please create enums for sales return status","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"181230976","1023","@{5f1ea4d770fb250022a6f5c1} 

We don’t need to send null value","Himadri Ghosh","CODE_SUGGESTION"
"181231597","1023","@{5f1ea4d770fb250022a6f5c1} 

`Pics uploaded` is not a right sentence, please make it **View uploaded image**

‌","Himadri Ghosh","SPELLING_SUGGESTION"
"179138790","1024","```
Configure dimensions, measures, etc, and click 'SAVE & REFRESH' to view some data
```

I Think it should be like, To view the data, Configure some dimensions, measures. And, Click on `'SAVE & REFRESH'` .

‌","Anirudh Malode","CODE_SUGGESTION"
"179138865","1024","If not using please remove this","Anirudh Malode","REFACTORING_SUGGESTION"
"181759420","1040","Why we are querying `useQueryClientCalender` here again?  
  
We already queried and we have the data as `customMonths` .","Himadri Ghosh","CODE_SUGGESTION"
"182150107","1040","```
import { endOfDay, startOfDay } from 'date-fns';

end: endOfDay(new Date(end)),
start: startOfDay(new Date(start)),
```

‌","Himadri Ghosh","CODE_SUGGESTION"
"182152169","1040","  
Getting last month interval logic is not correct always, Here is some scenario,

Today’s Date - **15-10-2020** '(DD-MM-YYYY')

  
**Secnario #1**  
  
Client's Months,  
_M 1_ - **12-08-2020** to **11-09-2020** - _'(as per current logic, this might be last month')_  
_M 2_ - **12-09-2020** to **11-10-2020** - _Last month_  
_M 3_ - **12-10-2020** to **11-11-2020** - _This month_  
  
  
**Secnario #2**

Client's Months,  
_M1_ - **28-09-2020** to **04-10-2020**  
_M2_ - **05-10-2020** to **11-10-2020** - Last month '(As per current logic, it’s not the last month')  
_M3_ - **12-10-2020** to **18-10-2020** - This month  

**How should we find last month?**

1. Get the start of current month.
2. Keep subtracting 1 day from that date & find if there is any interval.
3. Once interval found, stop subtracting.

@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} :point_up_2: :point_up_2: :point_up_2: ","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"182394152","1042","We shouldn’t solve this this way, it will be hardcoded this way.

**It should be based on locale value.**","Himadri Ghosh","BUGGYCODE_SUGGESTION"
"185015881","1047","Props name `selectedJoins` instead of `joins`

It will be same pattern like `selectedMeasures` & `selectedDimensions`","Himadri Ghosh","CODE_SUGGESTION"
"185016871","1047","Actually we are putting unnecessary checks here, `(joins || []).map(...)` should be good enough.

@{5f1ea4d770fb250022a6f5c1} Can you refactor it all the places in this component?","Himadri Ghosh","REFACTORING_SUGGESTION"
"185017898","1047","@{5f1ea4d770fb250022a6f5c1} Please check the following point,

* Can we keep in the function, where it’s required? I see only used in one place.
* Check the below reusable code snippet,

```
const DEFAULT_JOIN_KEY_MAP = {
  joinedKey: '',
  parentKey: '',
};

const DEFAULT_JOIN = {
  table: '',
  joinType: '',
  joinKeysMaps: [
    { ...DEFAULT_JOIN_KEY_MAP },
  ],
};
```

‌","Himadri Ghosh","CODE_SUGGESTION"
"185018888","1047","@{5f1ea4d770fb250022a6f5c1}  I think we are doing cleanup here.

Instead of clean-up can we let’s do a validation in the component itself. **Don’t allow user to add another join if table field of last join is not filled.**","Himadri Ghosh","LOGICAL_SUGGESTION"
"185021357","1047","@{5f1ea4d770fb250022a6f5c1} Try to create new array reference instead of mutating the same object reference. Here you are updating selected joins by modifying the exiting  array '(i.e. object') before calling `onChangeJoins` . It’s not a best practice.

```
const handleRemoveJoin = () =>
  onChangeJoins([...(joins.slice(0, -1))]);
```

Reference to read,

**Array.prototype.splice'(')** - [https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global'_Objects/Array/splice](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/splice)  
  
**Array.prototype.slice'(')** - [https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global'_Objects/Array/slice](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/slice)","Himadri Ghosh","CODE_SUGGESTION"
"185022900","1047","Does `arr.reduce` is required here?

```
const handleChangeJoin = (index, updatedJoin) => {
  const updateJoins = joins.map((join, i) => i === index ? updatedJoin : join);
  onChangeJoins([...updateJoins]);
};
```

‌","Himadri Ghosh","CODE_SUGGESTION"
"185023351","1047","By default it always pick `index` file,

`import { JOIN_ACTIONS } from '../constants';`","Himadri Ghosh","CODE_SUGGESTION"
