commentText	commentClassification
pr looks good to me . if anirudh s suggestion can be implemented then well and good . pre approving it	COMPLETENESS_SUGGESTION
we probably don t need an accordion here .	LOGICAL_SUGGESTION
use space before and after 	REFACTORING_SUGGESTION
space is required ?	REFACTORING_SUGGESTION
this looks to me common can we extract this ? i don t see any custom logic for any of the vendor	REFACTORING_SUGGESTION
it should be default value 	BUGGYCODE_SUGGESTION
what is this function required for ?	QUESTIONING
why we are calling model to controller ? it s not good practice .	BUGGYCODE_SUGGESTION
rename the ids of these text views .	SPELLING_SUGGESTION
i think fromoutlet id outlet id combination should be added as unique key . this has to be handled in mdm also .	LOGICAL_SUGGESTION
gst data preparation is not required directly available in helper function use that	REUSE_SUGGESTION
 f ea d fb a f c wont a div suffice ?	QUESTIONING
need to add companies currencyid fk here as well .	CODE_SUGGESTION
please delete this as requested and use the generic fucntion .	CODE_SUGGESTION
please make re executable query .	BUGGYCODE_SUGGESTION
same use comman function .	BUGGYCODE_SUGGESTION
 outletdata this find all array conditions array id array fromoutletid tooutletid fields array id state id issez isdta recursive outletdata set combine outletdata n outlet id n please check the applygst function in outlet .php	CODE_SUGGESTION
any strings shouldn t be hardcoded . always needs to import from strings .js file .	BUGGYCODE_SUGGESTION
please delete commented line	REFACTORING_SUGGESTION
we will need to enhance our frame work to be able to fetch data from multiple databases in one widget . or some other solution on this lines . we will park this for now . and continue with java widget for retailer app .	LOGICAL_SUGGESTION
please check the sql query performance as it has many joins and also check if required indexes are being used on the query and the joins .	BUGGYCODE_SUGGESTION
 e a b fe a c ad c let describe with some comments why we are doing this ?	DOCUMENTATION_SUGGESTION
 c fe ea c cd ee please test extended projection is working fine or not after this change .	COMPLETENESS_SUGGESTION
please use spaces for and brackets and use brackets for single line if conditions as well .	REFACTORING_SUGGESTION
why is this added ? 	QUESTIONING
why remove else it will create problem in custom fields .	BUGGYCODE_SUGGESTION
delete commented code .	REFACTORING_SUGGESTION
some calculation is not needed as it is already done in helper function please use that	REUSE_SUGGESTION
you will have to fetch the schemetype for the schemegroup id from schemegroups table then compare it with those strings .	LOGICAL_SUGGESTION
 b be b a ce a fd d aae b ea c e f a please check this changes as well	COMPLETENESS_SUGGESTION
alias .contains or exprojalias .contains ?	QUESTIONING
please resolve conflicts .	LOGISTICS_SUGGESTION
what reasons are these ? specific to an order ? if yes then i think order id should be an input .	LOGICAL_SUGGESTION
it is not a blocker but structuring is wrong in model . is it n to n relation ? or to n relation ?	BUGGYCODE_SUGGESTION
shouldn t the default value be true ?	QUESTIONING
please get it tested and update pr for merge .	COMPLETENESS_SUGGESTION
do you see that it will ever occur coz line already checks it . it should definitely result in values in string array . but i wonder what happens to strings like this amount or amount payment jan . . . please test e a b fe a c ad c 	LOGICAL_SUGGESTION
try a non mutating way of delete	CODE_SUGGESTION
no default value for is active but is hard coded in add function it should work fine .	LOGICAL_SUGGESTION
query please ?	COMPLETENESS_SUGGESTION
please use constants instead of hard coding strings for now and months localtime .	BUGGYCODE_SUGGESTION
please rename these actions	SPELLING_SUGGESTION
rerunable query .	BUGGYCODE_SUGGESTION
 f ea d fb a f c please create enums for sales return status	BUGGYCODE_SUGGESTION
 a e a f b e d d ed e props .theme .spacing is not the right property of radius why can t we use theme .shape .borderradius ?	BUGGYCODE_SUGGESTION
 d e ca d a c d bda can we stop this addition if http is already there in the string in the start if strpos url http dont add else add the amazon s bucket and outletimages data . 	LOGICAL_SUGGESTION
 import gql usequery from apollo client import type queryresult operationvariables from apollo client 	CODE_SUGGESTION
give proper name for key and value	SPELLING_SUGGESTION
remove apollo react hooks dependency .	CODE_SUGGESTION
not to merge .	LOGISTICS_SUGGESTION
please format the code .	REFACTORING_SUGGESTION
i do not think that we need to check empty if config is coming as empty we should pass it to widget action as it is .	LOGICAL_SUGGESTION
space after 	REFACTORING_SUGGESTION
please get it verified and update the pr .	LOGISTICS_SUGGESTION
if none retailer transaction are approved then also its show collection approve is pending or zero .	BUGGYCODE_SUGGESTION
 abb ac dcb a ac f please review this . why we are fetching areas in top level .	BUGGYCODE_SUGGESTION
 b dfc e b aaff please update .	COMPLETENESS_SUGGESTION
objects .nonnull	CODE_SUGGESTION
give proper name of this method and remove null check . stringutils .isem pty is sufficient it check for null also	SPELLING_SUGGESTION
what is the condition will create here . it will have or or and what is . please check if we do or used it will not use index and create issue .	CODE_SUGGESTION
spelling mistake	SPELLING_SUGGESTION
remove this otherwise will create conflict	BUGGYCODE_SUGGESTION
 verified	LOGISTICS_SUGGESTION
if any of the warehouse id not sent then it will fetch all data . please check this .	BUGGYCODE_SUGGESTION
not needed .	LOGICAL_SUGGESTION
 b dfc e b aaff please update .	COMPLETENESS_SUGGESTION
please fix the indentations also if possible convert the space indentations to tab . spaces consume a lot of space in code .	REFACTORING_SUGGESTION
will phase involves in making these configurable ?	QUESTIONING
check for response ! null also	CODE_SUGGESTION
use owr standard formate of sending broadcast use constansts variables 	CODE_SUGGESTION
please use brackets for single if line .	REFACTORING_SUGGESTION
please don t keep code commented if you need keep all the valid cases please keep it else keep the valid one .	REFACTORING_SUGGESTION
 e a b fe a c ad c you used this variable to keep temporary modified state in project dialog . now this is getting used in other implementation as well . this is a duplicate data of measures and dimensions i .e . selectedmeasures selecteddimensions respectively . in future we will have confusion of which veritable is doing what ! ! ! playground should have only modified i .e . applied state of any data i .e . measures dimensions joins etc . otherwise we should move dialog change states inside respective component .	BUGGYCODE_SUGGESTION
this is in efficient . please use hasduplicates function which is an optimized way to find whether there is any duplicates or not .	BUGGYCODE_SUGGESTION
do we wish to keep default as ?	QUESTIONING
all joins using index .	BUGGYCODE_SUGGESTION
this is a custom company specific mdm where few skunits have to be order in a defined time span example milk buying more is problem and wastage and buying less will have stocking issues . secondary orders are taken in excel sheet and the same is uploaded in bizom . and the same data is being considered for primary order sale they have a limited set of skunits hence this custom company specific mdm was done . list of skunits procured from the client .	LOGICAL_SUGGESTION
i feel that if we are going with this change then we will have to implement the second click thing . earlier it was on the side and not it s on the center . . so check with product once .	COMPLETENESS_SUGGESTION
 e a b fe a c ad c can t we put arrayutils .js validation .js both in main utils of pwa app . can be used globally .	LOGICAL_SUGGESTION
chacha first parameter passed in url after is sent in this request pass and the same is being used . for this . assests assetsassign this request pass 	CODE_SUGGESTION
warehouse .warehouseoutletid is missing fromoutlet .id to be replaced with warehouse .warehouseoutletid .	BUGGYCODE_SUGGESTION
is this confirmed with product that you want all the auto hide duration to be seconds unless mentioned otherwise ?	QUESTIONING
remove pr statement .	REFACTORING_SUGGESTION
rename this file	SPELLING_SUGGESTION
please change this . onedit ontableedit onbasetableedit	SPELLING_SUGGESTION
 f d d f b cf fd c please specify the tickets ?	LOGISTICS_SUGGESTION
 e a b fe a c ad c why ? is the token not present in the running context ?	QUESTIONING
query is commented so it will not create	BUGGYCODE_SUGGESTION
 then data if data data .downloadwidgetdata data .downloadwidgetdata .downloadfilename 	CODE_SUGGESTION
what are the action types ? can t we keep it constants enums ?	BUGGYCODE_SUGGESTION
 abb ac dcb a ac f please merge if this is working fine .	LOGISTICS_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
is the requirement here to show unit price per case ? 	QUESTIONING
will it resolve the crash ? 	BUGGYCODE_SUGGESTION
please fix the spelling	SPELLING_SUGGESTION
this is old code which is not been changed we can pick it up later in code cleaning .	REFACTORING_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
why is this being called for every element ?	BUGGYCODE_SUGGESTION
run a loop and build data .	CODE_SUGGESTION
we are doing an expensive job keeping only a loading state all the way to playground component .	BUGGYCODE_SUGGESTION
please create a index on status and entity . since i have checked it s on transactionid and createdby only .	CODE_SUGGESTION
kindly open a bug and get the team aligned to fix it allowing it to reduce any db load caused wrong values being stored in db .	LOGISTICS_SUGGESTION
remove commented lines .	REFACTORING_SUGGESTION
 ffc ed dbf da ae like typography .fontsize typography .fontsize 	CODE_SUGGESTION
admintoken can be made private variable inside function .	CODE_SUGGESTION
please correct the grammar use primary	SPELLING_SUGGESTION
keep it as constant	BUGGYCODE_SUGGESTION
same function is defined getoutlettype handle the condition of active there with a parameter .	REUSE_SUGGESTION
please remove commented code	REFACTORING_SUGGESTION
resolve the conflicts .	LOGISTICS_SUGGESTION
to make it ellipsis and in width we are adding class on grid . is it not solving passing props as display inline and nowrap in typography 	CODE_SUGGESTION
use now instead of date directly .	CODE_SUGGESTION
if this function is technically not generating an irn e invoice then can we use a different function name as it can cause confusion . just a concern if we can change generateirn to generateeway cancelirn to canceleway etc 	LOGICAL_SUGGESTION
remove commented code .	REFACTORING_SUGGESTION
can t we use spacing directly by replacing theme spacing	QUESTIONING
we have to understand the purpose of the theme i think many places we are misusing it . few points are as follows . spacing spacing steps should used in padding and margin . sizing should be used in height width minwidth etc . . . spacing and sizing should be used in proper steps . . for example there are made maintain a scaling factor through out the app . if you want understand layout read this 	LOGICAL_SUGGESTION
please update tooltip as per product requirement .	SPELLING_SUGGESTION
is it orderdetails or paymentdetails ? please go through file i see everything related to order . not commenting on each line . 	QUESTIONING
please get it tested and update pr will merge after verification .	COMPLETENESS_SUGGESTION
use this same try catch block in line 	CODE_SUGGESTION
reformat the code .	REFACTORING_SUGGESTION
please don t hard code the string . please use constants for it .	BUGGYCODE_SUGGESTION
then we are not doing that way while bulk fulfillment is that doing correct .	LOGICAL_SUGGESTION
why is outlets .created not sufficient ?	QUESTIONING
can we merge this ?	LOGISTICS_SUGGESTION
it is verified so merging it 	LOGISTICS_SUGGESTION
 flow 	CODE_SUGGESTION
 b dfc e b aaff explain select area . id area . name area . erpid area . warehouse id from areas as area where area . id or area . erpid null and area . is active no index being used please break the query .	BUGGYCODE_SUGGESTION
why this change is required ? and why are we not passing in mountkey instead ?	QUESTIONING
resolve conflict	LOGISTICS_SUGGESTION
i would suggest some information context should be there .	DOCUMENTATION_SUGGESTION
 process .env .react app retailer app tnc url means it s set from environment file check your .env file it not set	CODE_SUGGESTION
please also check if id exists else it s no point of read .	CODE_SUGGESTION
better if we can make widgetid instead of dashboardid in this query . need to do it backend first	CODE_SUGGESTION
please share query log to check for indexes . 	COMPLETENESS_SUGGESTION
can t we use any other comments which is already there	CODE_SUGGESTION
should we not update status and crsdata with this failure .	QUESTIONING
instead of passing would be better to make it the input parameters as integer and pass null where ever we do not need it . the above condition would then change to page null limit null . this is because page is valid input for pagination .	LOGICAL_SUGGESTION
is duplicate erp id being checked ?	QUESTIONING
this code used place and might be helpfull for other place also so create common method in baseactivty	CODE_SUGGESTION
remove invalid spaces .	REFACTORING_SUGGESTION
can we add this is a generic css file where this class key can support in all pages where ever necessary reason avoid duplicate code . file getskunitsviewnew revamp	REFACTORING_SUGGESTION
please use constants for sizes .	BUGGYCODE_SUGGESTION
why this is required ?	QUESTIONING
reformat the code .	REFACTORING_SUGGESTION
please use proper naming conventions for the variables instead of item skunitnametextview and item . correct them .	SPELLING_SUGGESTION
 ffc ed dbf da ae what review i will do here i don t know ! if you see this unnecessary file committed and this file has not been removed but because of this non sense one line we have done comments does it worth ffc ed dbf da ae a e ec aa b a c 	REFACTORING_SUGGESTION
 aaf e a d e b c d d db sir comparision model supported reports are breaking with the new changes .	BUGGYCODE_SUGGESTION
inthis we can add condition of not search for this id and other its are mapping .	CODE_SUGGESTION
use numberutils class	CODE_SUGGESTION
remove bug comment	REFACTORING_SUGGESTION
 b be b a ce a fd please check an the same and update .	COMPLETENESS_SUGGESTION
this is not addressed . ffc ed dbf da ae 	BUGGYCODE_SUGGESTION
 e a b fe a c ad c please have a look that image should fix into the row properly .	BUGGYCODE_SUGGESTION
remove this logs	REFACTORING_SUGGESTION
as per the crash log here the intent object is null . please recheck once .	COMPLETENESS_SUGGESTION
please make a procative of adding space after and before . please add space before and after 	REFACTORING_SUGGESTION
is this available for all companies ?	QUESTIONING
if adding description is not required as per current requirement then please remove this state and cleanup all usage .	REFACTORING_SUGGESTION
please use constants for these numbers instead of magic numbers writing in code .	BUGGYCODE_SUGGESTION
doing update on this pr .	LOGISTICS_SUGGESTION
this looks to me a revert of some changes . why such changes ?	QUESTIONING
please use the constant for . resolve the conflict also .	LOGISTICS_SUGGESTION
can we removed as per earlier comment .	REFACTORING_SUGGESTION
 aaf e a d e b c d d db . this component name is onscroll and doing slide of its content which is not recommended approach . . if we are using this for slide the top bar keep it there it self 	BUGGYCODE_SUGGESTION
format the code .	REFACTORING_SUGGESTION
convert all indentations to tabs remove all invalid spaces in end of line the starting of line also has invalid spaces in many places .	REFACTORING_SUGGESTION
we will not hardcode like this !	BUGGYCODE_SUGGESTION
do you need a separate variable for updatecommdata ?	CODE_SUGGESTION
please use constants for request code instead of using magic numbers like this .	BUGGYCODE_SUGGESTION
please don t use hardcoded strings .	BUGGYCODE_SUGGESTION
we can remove this since devops will manually create the schema	REFACTORING_SUGGESTION
this and the next part you are sorting twice . can we not sort it once ?	LOGICAL_SUGGESTION
can directly use r .string .call submit in setmessage method .	CODE_SUGGESTION
 e a b fe a c ad c i have a clarification on below points kindly help me out to understand . for major pr s definitely we need test case but for minor changes we do not require . so if reviewer has option to override it would be great . clarified over call it will run the test cases on every pr create or update . if the build failed not related to merge whether that merge will be successful or not . clarified over call check for all test cases and related packaged downloaded successfully 	QUESTIONING
what was the issue previously ?	QUESTIONING
 merge segmentchangerequests releated quries 	CODE_SUGGESTION
formmatting	REFACTORING_SUGGESTION
why this change ? selection key will contain the last state of the joins within the dialog component .	CODE_SUGGESTION
is this verified code ?	QUESTIONING
avoid using magic numbers .	BUGGYCODE_SUGGESTION
why u removed constraint ?	QUESTIONING
please make this argument string optional for onclose .	CODE_SUGGESTION
 b dfc e b aaff please check the necessary change requested by kandi bhai nad close this . or please post the explanation for the same .	COMPLETENESS_SUGGESTION
object .keys currentjson .length should be good	CODE_SUGGESTION
please add warehouseids conditions .	CODE_SUGGESTION
this might need in master . check with other .	LOGISTICS_SUGGESTION
change to pda	CODE_SUGGESTION
it is a bug that i have resloved now previously if retry happened why should we make that transaction edit and fulfill ?	QUESTIONING
some questions on my end . we are storing when the user last accessed . with this we will only have the last accessed modified but never the history data . should that be considered ? . why are we coupling isstarred and accessed column of the same table ? . as far as i understand they are different functionalities . 	QUESTIONING
is it still crashing . account null check is already there . version check ?	BUGGYCODE_SUGGESTION
should we make this enum ? if it is kept as strings then any new msg format can just put in anything they want . will it have any impact on the caching ? if no then do we need these constants here ?	BUGGYCODE_SUGGESTION
please get the string literals from strings .xml 	BUGGYCODE_SUGGESTION
remove engine innodb 	REFACTORING_SUGGESTION
please get it tested will merge after verification .	COMPLETENESS_SUGGESTION
saveddata variable and savedata variable are different .	CODE_SUGGESTION
always use object response indexed array is difficult to handle and understand the response . search for this objectfields in code you ll find sample .	BUGGYCODE_SUGGESTION
 this shouldn t be hardcoded . 	BUGGYCODE_SUGGESTION
next time try to use existing colum instead of creating new one . ignore column name can use any column for any other purpose it is just for column height	REUSE_SUGGESTION
how did this piece of code broke now ? i think it was like this since long .	BUGGYCODE_SUGGESTION
please remove invalid unnecessary spaces in end of line	REFACTORING_SUGGESTION
please raise pr to releaseintegration branch	LOGISTICS_SUGGESTION
add foreign key	BUGGYCODE_SUGGESTION
 widgetdrawer should not be part of table . it should be part of widget .jsx that way it s a property if widget irrespective of any data view .	CODE_SUGGESTION
 a e a f b e d d ed e we don t need this just import enum outlet company status and reuse it .	CODE_SUGGESTION
please use getsettingfromname function	CODE_SUGGESTION
remove comment code .	REFACTORING_SUGGESTION
please check the function its list and its give only array of ids then why doing this .	BUGGYCODE_SUGGESTION
 activityformdatas array column activityformdatas activityformfield id is this required ? where are you using activitycount ?	BUGGYCODE_SUGGESTION
please delete the php file .	BUGGYCODE_SUGGESTION
did you try the default marker i think it used the same image that you are adding in custom marker . is there some reason for using custom marker other than the image ?	QUESTIONING
you could use a getordefault method	CODE_SUGGESTION
please get it verified will merge after verification .	COMPLETENESS_SUGGESTION
can we put it in single if statement	REFACTORING_SUGGESTION
all these function and extra functions can be written in the new class	REFACTORING_SUGGESTION
also they can always check whether this setting is on for that user .	LOGICAL_SUGGESTION
shouldn t it null itself ?	CODE_SUGGESTION
please give proper name .	SPELLING_SUGGESTION
why ? here	QUESTIONING
we should also check with null	COMPLETENESS_SUGGESTION
remove commented lines .	REFACTORING_SUGGESTION
why are we checking only the retailer table everywhere ? where is the lookup on ocm table to get company mapping ?	BUGGYCODE_SUGGESTION
can you handle this in the columnpropertiesdialog component itself ? you are already passing the type there	CODE_SUGGESTION
no filter by cursor id ? only one query as of now ?	QUESTIONING
kishan i m happy that you looked over the same but goin ahead if they do allow then we will have to work again and we may not remember about this hence please take a look at the necessary changes and do the same .	COMPLETENESS_SUGGESTION
 fb f df c f please keep the indentation proper	REFACTORING_SUGGESTION
space after 	REFACTORING_SUGGESTION
 a e a f b e d d ed e this branch is breaking for me . there are dependency missing in this branch . steps to reproduce . checkout this branch . run yarn at root directory i .e . bizom next . try to run project in retailernativeapp 	BUGGYCODE_SUGGESTION
please use orm functions like save and find .	CODE_SUGGESTION
use reason field instead of this	CODE_SUGGESTION
 d aae b ea c e f a data inline card please get yourself or parthiv to fill out the document regarding the product and questions being asked . this is so that product can keep track of the questions that are stored in our database	LOGICAL_SUGGESTION
are you usning intentionaly same column claim for date for both datarange and field ? ? ? ? ? ? ? ? 	BUGGYCODE_SUGGESTION
why this special check ? conditionconfigindex will have the updated index no ?	QUESTIONING
addscheme revamp is a page for multischeme only just adding this info handling of multischemeenable was not necessary as when multischemeenable is disabled addscheme revamp will never open .	LOGICAL_SUGGESTION
why is there a getter method for this ? ideally we shouldn t be exposing this entire map set maybe a specific cube but not the whole map	BUGGYCODE_SUGGESTION
this is wrong why are we using create while editing the values ?	BUGGYCODE_SUGGESTION
remove commented lines .	REFACTORING_SUGGESTION
 aaf e a d e b c d d db this will effect retailer app as well need to check before we merge . i will check retailer app and let you know .	COMPLETENESS_SUGGESTION
i think you have to override this method in order to get the above comments .	LOGICAL_SUGGESTION
add unique index colun on erp id	CODE_SUGGESTION
why hardcoding required based on view port width ?	QUESTIONING
primary button will solve by passing these two props no need of class variant contained color primary 	CODE_SUGGESTION
add recursive 	LOGICAL_SUGGESTION
indentation	REFACTORING_SUGGESTION
why the roleid is hardcoded ?	BUGGYCODE_SUGGESTION
 import currency signs from bizom mui lib utils charactercodes please keep this above	CODE_SUGGESTION
next time please write other test cases that will cover the negative cases also .	COMPLETENESS_SUGGESTION
please comment if this is default entity type for scheme .	QUESTIONING
use undersocre for keyname	SPELLING_SUGGESTION
looks good to me . however improvements can be done here . . comment type can be changed similar to the one in vansales widget . here we can override the comment type method to support our own . . too many duplicated code . would appreciate if this could be extracted to a common place within this file . d aae b ea c e f a d acaf d bc aaf e a d e b c d d db f e f f a a f 	REFACTORING_SUGGESTION
if !empty json encode . . else set the value of extradata to null .	CODE_SUGGESTION
merging as force index is wrong .	BUGGYCODE_SUGGESTION
you can mock this as well	CODE_SUGGESTION
 e a b fe a c ad c approving it now without review so that you can megre will review it soon and highlight issues if any .	COMPLETENESS_SUGGESTION
if the change is so regular can we add the field in database somewhere please discuss with the team and update .	LOGICAL_SUGGESTION
 data inline card why you have doing different branch for same code . it should merge one branch and do cherry pick or back merge not two prs . default response type changed to json to xml it will effect multiple places and its the comon api used in most places .	BUGGYCODE_SUGGESTION
 e a b fe a c ad c how will this impact ui caching ? is the reason hardcoded in reason id for all cases ?	QUESTIONING
please correct the string resource id .	BUGGYCODE_SUGGESTION
please check the test cases for this file . i think it will fail	BUGGYCODE_SUGGESTION
should this be checked against dashboard view permission ?	QUESTIONING
do we need this component ? we are only using it in paymentbalancelist .jsx but no other components .	CODE_SUGGESTION
please use meaningful name to variable . warehouseidlist as key warehouseid 	SPELLING_SUGGESTION
why optional of list ? won t a list suffice ?	CODE_SUGGESTION
 f d d f b cf fd c no need this pull request just keep the changes in your branch .	LOGISTICS_SUGGESTION
issue geo location getting converted to exponential form so map api fails . fix is to parse the double value as it is not in scientific notation	BUGGYCODE_SUGGESTION
why is company id being used here ?	QUESTIONING
please remove all existing variables for which you assigned helper function values . instead of assigning to existing variables you can use them directly only while doing sum you can use variables to store sum .	REFACTORING_SUGGESTION
please get it tested and update pr .	COMPLETENESS_SUGGESTION
just a suggestion not a blocker change requested we can use else if here bcoz either of the conditions will be executed once .	LOGICAL_SUGGESTION
please remove extra unnecessary line each tab uses bytes	REFACTORING_SUGGESTION
 b dfc e b aaff please make the necessary correction and close this .	COMPLETENESS_SUGGESTION
is it ok to put it here . if possible can we move it to any constants file .	BUGGYCODE_SUGGESTION
remove this	REFACTORING_SUGGESTION
indentation	REFACTORING_SUGGESTION
do not miss title of pr add bug title in it	LOGISTICS_SUGGESTION
please fix all the indentations	REFACTORING_SUGGESTION
once try adding same combination of data with active and active in a single upload .	COMPLETENESS_SUGGESTION
same as the comment regarding variable naming	SPELLING_SUGGESTION
please resolve conflict in code .	LOGISTICS_SUGGESTION
 f ea d fb a f c on changing the subquery table your source of truth will be updated . now if your updated source of truth does not contain this old projection will it show up ?	QUESTIONING
you can use map instead of reduce	CODE_SUGGESTION
it should be array or object what its default data type wise if present .	LOGICAL_SUGGESTION
 e a b fe a c ad c if this pr is complete we have to do it before merge otherwise will not have track or might forget .	LOGISTICS_SUGGESTION
rename this function appropriately	SPELLING_SUGGESTION
 f ea d fb a f c why we are doing hardcoding ? this is not recommended .	BUGGYCODE_SUGGESTION
please don t do this . front end shouldn t be handling the splitting and parsing of join keys projection . find another way for this or let s discuss it	BUGGYCODE_SUGGESTION
also no limit and offset here ?	QUESTIONING
space after and space before and after 	REFACTORING_SUGGESTION
space before and after 	REFACTORING_SUGGESTION
correct indentation 	REFACTORING_SUGGESTION
 value icon to index tabprops props point down value icon to index . . .tabprops props 	CODE_SUGGESTION
can we not fetch only id from database ?	LOGICAL_SUGGESTION
indentation	REFACTORING_SUGGESTION
why are you checking same condition times and its not right way to do amtinclugst 	BUGGYCODE_SUGGESTION
merging as this is just a change in header .	LOGISTICS_SUGGESTION
is there a particular reason for doing this ? if there s no key then we should return null itself	CODE_SUGGESTION
is the fetched data of outlet also being pushed to variable ?	QUESTIONING
please get it verified and update pr will merge after verification .	COMPLETENESS_SUGGESTION
 const communicationpreference props point down const communicationpreference classes this will help you not to write props .classes . everywhere .	CODE_SUGGESTION
input for further developments if the type is fixed set an array entitytypesalias array skunits skunits groups configure read alias .design type then you can use it as entitytypesalias entity a lot of if conditions can be skipped . just a input for avoiding many if conditions .	CODE_SUGGESTION
we don t need this button here it s of no use .	BUGGYCODE_SUGGESTION
for log statements use for putting the values	CODE_SUGGESTION
 f e f f a a f can we not use helpmewith there ?	QUESTIONING
why is company id being used here ?	QUESTIONING
fix unnecessary new lines	CODE_SUGGESTION
please add !empty condition	CODE_SUGGESTION
make it add dimensions properties change key of icon	CODE_SUGGESTION
if we are not showing the update location in this case we may need to make it visible when it s synced . better to write else case . reformat the code .	REFACTORING_SUGGESTION
what is the change here ? is there any issue warning with previous code ?	QUESTIONING
always use object response indexed array is difficult to handle and understand the response . search for this objectfields in code you ll find sample .	BUGGYCODE_SUGGESTION
let s look into why we can t work with height from contentrect and try to fixed the root cause . let s not hardcode by looking at your screen . what of this screen running into embedded view like bizom web or mobile app ?	LOGICAL_SUGGESTION
there are other branches with same name	LOGISTICS_SUGGESTION
space before 	REFACTORING_SUGGESTION
 this can t be hardcoded . warehouseids needs to be taken from particular outlet s warehouses .	BUGGYCODE_SUGGESTION
 e a b fe a c ad c please look into your change request .	COMPLETENESS_SUGGESTION
please fill values all caps 	SPELLING_SUGGESTION
resolve this apart from this approved .	COMPLETENESS_SUGGESTION
please remove extra unnecessary line each tab uses bytes	REFACTORING_SUGGESTION
please fix the alignment for whatever line changes have been made . here there are spaces and tabs so please convert all of it to tabs . if using vscode view render whitespace . if using sublime text 	REFACTORING_SUGGESTION
correct indentation .	REFACTORING_SUGGESTION
the code is already merged please check and delete pr if not required .	LOGISTICS_SUGGESTION
as checked in code multiple warehouses is handled . hence approved .	LOGISTICS_SUGGESTION
please resolve the conflicts .	LOGISTICS_SUGGESTION
more joins will have issue in execution . need to optimise this query .	BUGGYCODE_SUGGESTION
what would be the price if none of them are present ?	QUESTIONING
please use form definition to make the field as required or not it is not compulsory for all companies .	CODE_SUGGESTION
is this naming correct ?	SPELLING_SUGGESTION
remove invalid spaces .	REFACTORING_SUGGESTION
 ffc ed dbf da ae string variable name should me same as the actual string . check other variables how it s done . also string should be this select companies to see details 	SPELLING_SUGGESTION
